"lon","lat","zone"
0.0815716298624678,0.764416715260009,1
1.25144909649195,-0.634931001499591,3
0.279405278732995,0.424716432838784,1
0.038704234972421,0.230733709480772,1
0.370557894578322,0.435439981837461,2
0.611276814267691,0.675279741065738,2
0.576949015554324,-0.00143578297463973,2
0.287880431688108,0.575678417711439,1
0.602530606461009,0.0507689792986021,2
0.0621610366320428,0.441945084516184,1
0.105388340823177,0.108912021315708,1
0.166053497103578,0.604203156244402,1
0.641279445691794,-0.0204603167220269,2
0.544788027906918,0.510654924209421,2
0.560127898832574,0.568642510955166,2
-0.0482254818316698,0.471476476468606,1
0.958169447941971,0.178889987766053,3
-0.179240945517979,0.214814196047154,1
-0.646132871238411,0.440892050887048,1
0.432224153371246,0.476195384272827,2
1.76001591578065,-0.634729398185875,3
0.904326062503855,0.10789754689961,3
0.344357022521819,0.379493707872495,2
0.607816174053873,0.204007421841403,2
0.0547731614877173,0.0384133369789279,1
0.29345343462226,0.0384607055476849,1
0.309721362402397,-0.0328366860811954,2
0.450644126633886,0.620526659675581,2
0.37354640663425,0.227042128238165,2
1.4874354758941,0.692338510845698,3
0.0312347737972677,0.810072539283337,1
0.202400168634751,0.979930366978408,1
0.68281578645598,1.07843446256199,2
0.604401915787604,0.332999319681128,2
0.488517785371985,0.367180942066001,2
0.502494931353312,-0.0830375336119604,2
0.200783369208945,-0.0235118107219437,1
0.19112162549836,0.340343808025969,1
1.76530280027187,0.631484278573389,3
0.773604674205207,0.615780503070803,3
0.655442816279158,0.346641104718231,2
-0.306803302967055,-0.830538871574736,1
0.135335514192381,0.125333725145286,1
0.310175315649351,0.764601982316538,2
0.108803031457358,0.196469408781404,1
-0.771834509308178,-0.966909009857762,1
0.735311660628243,0.0934789722772577,3
0.191217492896759,0.178587668863912,1
0.341469916073167,-0.0969682638915671,2
-0.472146840474076,0.111067639963247,1
0.898179301205928,0.529103229930342,3
0.782112001220577,-0.942511137170941,3
0.814385523948025,-0.696907463187064,3
1.27294396290965,0.119431310545943,3
0.947197785202009,0.74180601243597,3
0.212490377249189,-0.281004373910519,1
0.512779547748044,0.419076738784566,2
0.546758063895126,0.657741050584929,2
0.514898573173507,0.166298986242605,2
-0.472128578295158,0.505683526719618,1
0.783390778989083,0.581074452074542,3
0.739064161775014,0.109033547117258,3
0.820710244041959,0.245009506967847,3
0.665494003713136,0.570712729427531,2
0.490301095458562,0.835465580620348,2
0.610993487638263,0.611749906038921,2
0.855031792260974,-0.198177488068006,3
0.150150387425985,0.348081909924022,1
0.374834609246681,0.643617023118398,2
0.17918594489361,0.16024233240639,1
0.574085409295567,0.367033289208056,2
0.329485116048903,0.451252273194476,2
0.482146425021601,0.165645646288257,2
0.518055184747798,0.756145373075609,2
1.25686753342118,0.607028733317596,3
0.55654579394191,0.200695130560771,2
0.538136747214684,0.95057513760303,2
-0.107995760243257,0.224864390815385,1
0.382665459747734,-0.0364717898079975,2
0.767440252150642,0.177241240718824,3
1.28239489059024,0.677204201996156,3
1.24116486354034,0.588037791705366,3
0.51041383874186,0.486765117726851,2
-0.191569623585056,0.788012543958327,1
0.509971890733912,0.41156356856981,2
0.478173939017955,0.113287878963761,2
0.217632687162999,0.26285315224042,1
0.662621634757411,0.307195054131499,2
0.295362730989924,0.635590847406115,1
0.330217439216763,1.09516217905595,2
0.118059712520635,0.15885895557708,1
0.817335927212752,0.143091442003514,3
0.229766470166388,-0.133804235770801,1
0.831689023679699,0.0336230109659392,3
-0.0936323296206312,0.259057145947724,1
1.14362657122794,0.176187015216601,3
0.789972997061622,0.242307159206554,3
-0.0225797985604567,0.687108059070735,1
0.288485621269829,0.392108106968262,1
0.0955792690468034,-0.00126824880900104,1
