"lon","lat","zone"
0.825417005559528,0.198562750885938,3
0.244972670163915,0.254034682910623,1
0.373038905732795,0.140799634958544,2
0.876842837914207,0.576467159605784,3
0.395864569770375,0.383439683552517,2
1.02872016363894,0.476267781902831,3
0.702261080300753,0.531122131899788,3
0.715134009730107,0.119723020772153,3
0.517114333389743,0.629658904091662,2
0.27049218915949,0.469175931464064,1
0.155005256116186,0.0724103779325718,1
0.665427055509578,0.108236078605139,2
0.211626964092055,0.411498270767654,1
0.273479073137999,0.246767681865643,1
0.503193850773644,0.294891096126828,2
0.607063951103431,0.280454626045052,2
0.332808490972597,0.476407124791155,2
0.957008745723199,0.155459687983144,3
0.650459129414601,0.0273158652338453,2
0.57351673270115,0.43123611993847,2
0.70947213819129,0.479030680437854,3
-0.0502574160067006,0.0136059513186416,1
0.804817859115975,0.0716269875114952,3
0.0855200770260778,0.488132135066193,1
0.712020975046496,0.559981841945878,3
0.823447012894214,0.646504369337577,3
0.373086355224083,0.246857765879073,2
0.581984796204382,0.299420329273938,2
0.803122512963095,0.487252156101469,3
0.0385107494237274,0.0778101771251589,1
0.068919483715698,0.342256001156857,1
0.49854324626303,0.180406292970744,2
0.440662798809712,0.0436591778167073,2
1.26242067263309,0.201031524932849,3
0.0690152251834435,0.128542013515364,1
0.340712997414183,0.0200418002510473,2
0.0156577665017209,0.581095109810424,1
1.36481453876657,0.0214091667754263,3
0.833272486087771,0.451019088790416,3
0.800240509336478,0.430815212759787,3
0.77374760231852,0.254537383883095,3
0.749670812942217,0.322089110457903,3
0.310268942626637,0.377551627637783,1
0.0212059834128058,0.126308049097119,1
0.126557234367941,0.3448191187473,1
0.164662209458051,0.667049216291192,1
0.0604475289980812,0.636336326291597,1
0.168191572282559,0.299353742658554,1
0.192919081445663,0.0879226001145889,1
0.613431978158134,0.644758341100003,2
0.482892195486896,0.416995135198023,2
0.352901864933881,0.522787944406136,2
0.743886495461823,0.156274984292586,3
0.284549714333809,0.18796526918719,1
0.185777191075341,0.30139957880696,1
0.959859410795144,0.414946072207053,3
0.626528567683743,0.59000953578329,2
0.933393371422326,0.0370799564916622,3
0.659461005093407,0.551202891251358,2
0.151874650661283,0.381013217264773,1
0.193890013390034,0.41137149743203,1
0.555417171759607,0.60754839850799,2
0.719829968993277,0.158510628656607,3
0.848220127653937,0.236676988578827,3
0.95012205837836,0.0351549985220005,3
0.191678221725812,0.563333841155462,1
0.406610289674493,0.264537605870887,2
0.471533139911686,0.355958335926284,2
