"Mantel_MC1","Mantel_MC2","Mantel_MC3","Mantel_MC4","Cohen_MC1","Cohen_MC2","Cohen_MC3","Cohen_MC4","Sampled","M1Bias","M2Bias","M3Bias","C1Bias","C2Bias","C3Bias"
0.143262923293431,0.746015843192344,0.805472616154832,0.963749101801902,0.784315093373928,0.372000672113377,0.872675814821965,0.999973120145146,10,-0.182368576706569,0.164797443192344,-0.027743683845168,0.376025893373928,-0.268379327886623,0.0736122148219652
0.487511767410676,0.6432115769894,0.746949515797318,0.962175400583971,0.410236372571093,0.647795200085836,0.886791915702593,0.795299664494624,50,0.161880267410676,0.0619931769894,-0.086266784202682,0.00194717257109339,0.00741520008583652,0.0877283157025928
0.364719744099668,0.673883173790121,0.689721851716899,0.957514010088061,0.455022981843809,0.558873178380255,0.701394097798408,0.926317788853583,100,0.039088244099668,0.0926647737901209,-0.143494448283101,0.046733781843809,-0.0815068216197454,-0.0976695022015917
0.349009673461772,0.57551618348567,0.83282636459752,0.951265437372496,0.423449630375313,0.63084648186958,0.82241097562893,0.903538670447831,1000,0.023378173461772,-0.00570221651433001,-0.000389935402480002,0.0151604303753126,-0.00953351813042014,0.0233473756289302
0.317737909835577,0.59526174715242,0.831083995847313,0.954445664457244,0.442794362935224,0.645917083536582,0.804778263347051,0.904186578351221,2500,-0.00789359016442304,0.0140433471524199,-0.00213230415268706,0.0345051629352244,0.00553708353658167,0.00571466334705151
0.325434621613204,0.587032883370876,0.835889566717432,0.950653071679471,0.403024955513965,0.648558146181438,0.799665784826302,0.895214147631511,5000,-0.000196878386795996,0.00581448337087598,0.00267326671743195,-0.00526424448603496,0.0081781461814382,0.000602184826302476
-0.0961112149717048,0.647718517653371,0.901328685432555,0.992661458464387,0.062362731416191,0.636970718171036,0.38257519756503,0.981358682673266,10,-0.421742714971705,0.0665001176533709,0.0681123854325549,-0.345926468583809,-0.00340928182896438,-0.41648840243497
0.454306714172475,0.417464386260315,0.896562372383966,0.939650906540619,0.218669895556293,0.590547859290742,0.860545107000215,0.859713549740242,50,0.128675214172475,-0.163754013739685,0.0633460723839659,-0.189619304443707,-0.0498321407092582,0.0614815070002153
0.302373340958765,0.596016463271652,0.897571349480855,0.954586024799701,0.448373942992483,0.617963744448652,0.799210179843763,0.899204977478736,100,-0.023258159041235,0.014798063271652,0.064355049480855,0.0400847429924825,-0.0224162555513476,0.000146579843762651
0.323796503239438,0.55419375571158,0.824825842079517,0.929776712597097,0.354030558678911,0.611806997273648,0.785151819582532,0.904859723319388,1000,-0.00183499676056204,-0.02702464428842,-0.00839045792048299,-0.0542586413210889,-0.0285730027263524,-0.0139117804174683
0.329576799931997,0.588572115779636,0.838602276461052,0.946290473392951,0.407779293412703,0.631535778559335,0.80576971614308,0.886446396939574,2500,0.00394529993199699,0.00735371577963595,0.00538597646105199,-0.000509906587297215,-0.00884422144066455,0.00670611614308003
0.32996885736907,0.568779341225202,0.842548186262642,0.942276185269609,0.409744616475193,0.641862612823098,0.804201814400748,0.902845306895177,5000,0.00433735736906998,-0.012439058774798,0.00933188626264203,0.00145541647519248,0.00148261282309792,0.00513821440074769
-0.129511247218516,0.727102845789361,0.897057625178408,0.980022107878498,0.358280727340112,0.798596854150685,0.995937949172657,0.996258434427815,10,-0.455142747218516,0.145884445789361,0.063841325178408,-0.0500084726598878,0.158216854150685,0.196874349172657
0.365999036147324,0.653102854970633,0.824585752988287,0.983035623611495,0.231626645593856,0.67919407507409,0.981335052731334,0.997880165552618,50,0.040367536147324,0.071884454970633,-0.00863054701171306,-0.176662554406144,0.0388140750740896,0.182271452731334
0.27773304814072,0.566689009421624,0.826722236031812,0.941067718691072,0.252814830915273,0.585199292279844,0.726750668520287,0.855427407726288,100,-0.04789845185928,-0.014529390578376,-0.00649406396818797,-0.155474369084727,-0.0551807077201555,-0.0723129314797133
0.313357687211717,0.579687942419274,0.837081572242534,0.957265802281659,0.436407250326689,0.664766184681125,0.787708902542523,0.908955721096949,1000,-0.012273812788283,-0.00153045758072601,0.00386527224253397,0.0281180503266893,0.0243861846811252,-0.011354697457477
0.346813955093592,0.564743154842142,0.828613254538444,0.94732137471122,0.394410164057057,0.634545058724705,0.787452632194772,0.899979872876397,2500,0.021182455093592,-0.016475245157858,-0.00460304546155599,-0.0138790359429429,-0.00583494127529482,-0.0116109678052276
0.328718407420301,0.587447432648595,0.840527931878232,0.954730719527166,0.400327783404618,0.644549157743259,0.803960747474458,0.899766281497166,5000,0.00308690742030099,0.00622903264859498,0.00731163187823203,-0.0079614165953818,0.00416915774325943,0.00489714747445769
0.440571584229415,0.618212813717366,0.967510848663733,0.759669791421819,0.782645282823582,0.360018546562755,0.987321913319786,0.98735139731624,10,0.114940084229415,0.036994413717366,0.134294548663733,0.374356082823582,-0.280361453437245,0.188258313319786
0.374243753772234,0.699231031791904,0.845089518055654,0.936539492067277,0.328675486611057,0.767028439082828,0.734601395477725,0.898284573992429,50,0.048612253772234,0.118012631791904,0.011873218055654,-0.0796137133889427,0.126648439082828,-0.0644622045222755
