"x","y","zone"
0.760424466520781,1.98060937186932,2
0.863715334168496,1.54528906147134,4
0.883545950314077,1.80107049696197,2
0.230496650704718,1.53834350701287,3
0.00473785485319095,1.80462095127541,1
0.243646305142192,1.47623488400319,3
0.0907688987314468,1.49242192686141,3
0.709465564961871,1.83505145360647,2
0.878255846454413,1.77948187725505,2
0.829861024635448,1.90469250624407,2
0.251814198810142,1.81454482949528,1
0.0680380212392076,1.89886952621845,1
0.743444786596997,1.95130849643848,2
0.291629878120997,1.50465670185106,3
0.141920022303564,1.84544825221549,1
0.185472291754058,1.95414086036241,1
0.851920299778832,1.3486522685897,4
0.677294819970452,1.43216176270131,4
0.0792435762847774,1.98362432067561,1
0.883896626730147,1.5462013521483,4
0.91107603046773,1.90333323838164,2
0.828566097682179,1.81455441648618,2
0.686032672347012,1.45293857357473,4
0.0561892096553696,1.7804844579539,1
0.125973803917866,1.40449222989525,3
0.160625478564983,1.47573345795664,3
0.720048140326631,1.46724024316934,4
0.758244826739188,1.45646835612051,4
0.0195199939797167,1.84804866356951,1
0.0401895257734926,1.85928433290158,1
0.0507299900245038,1.80092327313786,1
0.00365578918037936,1.50020256557976,3
0.832282883469015,1.4538741427223,4
0.78542096378929,1.77964574396852,2
0.207956846157578,1.39057529256423,3
0.187073382656742,1.89220878297867,1
0.968828093358246,1.95374264114716,2
0.905274793162057,1.95632058037409,2
0.897755599293718,1.77929582558494,2
0.967917659294489,1.83819774161475,2
0.307223485981231,1.8393458866419,1
0.92673395962785,1.47539300974998,4
0.930223677749652,1.4352506846594,4
0.286950350729062,1.52869874846183,3
0.0266039993317914,1.87762883528842,1
0.256457678754849,1.48897159389784,3
0.919707200406911,1.36629636358702,4
0.222488215560967,1.40013709709524,3
0.699364415902318,1.34394805010806,4
0.808588182783383,1.90596717771695,2
0.149450076217426,1.42673598923348,3
0.202631922622852,1.41876148210298,3
0.811300353511074,1.8172667086452,2
0.0632307357501588,1.79821573681046,1
0.102073453546606,1.34192964550098,3
0.777534342131857,1.88552162021386,2
0.709012982121622,1.96477301568601,2
0.216131877650798,1.7946543692403,1
0.291553474278469,1.36225016140581,3
0.0765619956483832,1.89114516098888,1
0.2316273282198,1.49861097590643,3
0.184419314978318,1.92553274167879,1
0.701948276457749,1.85136844869043,2
0.972056604713551,1.89681180503925,2
0.143375811376481,1.41676223565103,3
0.110131744449632,1.39055113967447,3
0.908520009969454,1.3571602008654,4
0.932191063265642,1.45005949969807,4
0.0796664103630232,1.92110725219301,1
0.972773187620472,1.39631914934185,4
0.873895449901978,1.95079690125002,2
0.867366169305635,1.92273360416559,2
0.966543680284289,1.39446158412076,4
0.10775550809186,1.90774729968975,1
0.28448014821877,1.80849591016778,1
0.823155196172907,1.50168610454584,4
0.695419171983539,1.93871807568025,2
0.175577812616189,1.93420147632799,1
0.199882839134207,1.43598010250529,3
0.713162429098529,1.83538990716229,2
0.680579283342394,1.54560564252602,4
0.835030466954201,1.90156724931205,2
0.114490905837424,1.46865086748658,3
0.966265994125861,1.88118886146484,2
0.239399934634799,1.43394049300689,3
0.0478146188148065,1.79163141516794,1
0.973787809425639,1.90634679713534,2
0.771939060520078,1.79740245732013,2
0.267570817364671,1.434351911352,3
0.266327180855768,1.84224747995745,1
0.230651776963612,1.80816263831257,1
0.821379281250597,1.97479239081559,2
0.175857967174123,1.84253816673336,1
0.731916014687251,1.87574199991508,2
0.273307819770474,1.88588690107258,1
0.96475074437086,1.4345528834484,4
0.864264256602991,1.42928724715702,4
0.0878594440591987,1.37717696444849,3
0.155508159893029,1.82589286856032,1
0.887025469578104,1.85562161168341,2
0.92771391223229,1.4217778395331,4
0.0600550946124015,1.96605910369169,1
0.799816342773545,1.42972054187469,4
0.325875445554894,1.34132475649596,3
0.912847457111254,1.36642587833255,4
0.047078086619894,1.52845525048132,3
0.867431147345272,1.80415815395639,2
0.757391964684869,1.48720182893657,4
0.854814947213978,1.51840114771949,4
0.250879028030985,1.38027272085249,3
0.0390415235548397,1.39918850833604,3
0.223070007798541,1.86519053938271,1
0.972316530262423,1.80895548051029,2
0.795362636620691,1.49516254779408,4
0.295698385698092,1.35336634661393,3
0.158536739246908,1.93672999624531,1
0.310938723881461,1.81734888212509,1
0.94022881748334,1.36818353816416,4
0.768021659572818,1.40224521453327,4
0.859013152217027,1.88121663964294,2
0.121264150738297,1.78925252524492,1
0.925201731415698,1.35420238617546,4
0.117008677642129,1.82275418869735,1
0.207355411254196,1.54837755469663,3
0.685336404135637,1.85447010862315,2
0.0182839868692099,1.40674524655778,3
0.863652293708618,1.78326329853658,2
0.660115442911047,1.84490692100566,2
