"lon","lat","zone"
0.739860004498893,0.657188941515718,2
0.864901634681048,0.195969047742088,4
0.894926503781651,0.498309227487425,2
0.281148102969611,0.175124757286058,3
0.0353855509274823,0.495950713301776,1
0.259345752820006,0.163300171944682,3
0.185684671051412,0.150751160382117,3
0.711030384100865,0.519087086413189,2
0.729505167631778,0.520381063421863,2
0.873421806880273,0.551315722599948,2
0.223195300398758,0.491724534401834,1
0.297755475023561,0.583218598511436,1
0.729177800900953,0.621244248714021,2
0.210205334876642,0.0542518908144949,3
0.157544812786524,0.510815177542691,1
0.257855836747756,0.656666028088683,1
0.991748363393543,0.029957469466676,4
0.719966134389045,0.0863018018982572,4
0.121457312874577,0.646243142277541,1
0.822669266378802,0.205614872186012,4
0.890473428533595,0.469354436188916,2
0.85113379688912,0.522116359756533,2
0.757386854846128,0.149513972171704,4
0.0211425768757367,0.523396458540086,1
0.108515124607363,0.132881450562171,3
0.145097185295165,0.129728409178302,3
0.717685288449758,0.133511199423755,4
0.79964411632649,0.129177128842216,4
0.110269707700707,0.600382184387114,1
0.095963158504378,0.602198644020144,1
0.0465116784205244,0.579571788078973,1
0.132420497469075,0.157210101798644,3
0.837222117766913,0.14386614735548,4
0.716625575913234,0.46068143251418,2
0.128053659637019,0.0902880068790364,3
0.187353004876202,0.541502120408823,1
0.27296222453135,0.498438244128682,1
0.841043821252653,0.628017003997973,2
0.802542909178656,0.531759628260544,2
0.958389593891803,0.502311422884195,2
0.317836853905243,0.486105866406313,1
0.896544987937858,0.182650071953317,4
0.947508543960686,0.138464229538086,4
0.224400739486475,0.136511127847456,3
0.0582968841990882,0.523034849693667,1
0.234616911779426,0.187242771114513,3
0.917242632906544,0.0431272335836219,4
0.258656094498491,0.0010935961329121,3
0.74050050327578,0.00372445222002584,4
0.85587678673188,0.488025524001202,2
0.0719408333995295,0.059381538195739,3
0.189313333026053,0.107881520021146,3
0.794515399678442,0.505585840264644,2
0.0212676078237404,0.442448481029981,1
0.107140357111135,0.0264846876288061,3
0.711793657347446,0.604360669077813,2
0.66917654060049,0.620311505620788,2
0.218738845406812,0.471120866710147,1
0.304003880168925,0.0264575469413451,3
0.10413237016753,0.539867403626361,1
0.268366754304379,0.168085024542771,3
0.199830098480535,0.587486227862935,1
0.702566334847042,0.557048944327026,2
0.960639600907945,0.565564074517519,2
0.119698812669704,0.0824377021649945,3
0.217840149991163,0.136353045679962,3
0.890448915529419,0.126157781158947,4
0.869572286203189,0.069911421921878,4
0.0206148080363378,0.50845213819961,1
0.988574943126851,0.106105943145376,4
0.876312999999438,0.579752679147233,2
0.875447792451084,0.633730680451999,2
0.957630413053048,0.0762396278468507,4
0.20857429253818,0.575266879746204,1
0.261158359909846,0.513315372509765,1
0.810015171977231,0.136578760960896,4
0.723745898239205,0.595431685999666,2
0.1608883889001,0.611772180275049,1
0.207321150303757,0.115667508235098,3
0.788491730588844,0.529805340901311,2
0.682002206921912,0.179504593403167,4
0.80310591371704,0.60899425415723,2
0.12640564134842,0.0606457621493528,3
0.974488051154923,0.575205382849305,2
0.267170028093167,0.12435014172422,3
0.0588740497260101,0.49528986949206,1
0.897856789347761,0.628117761091267,2
0.768271953194336,0.47373910184677,2
0.16583078639389,0.0675119991464049,3
0.215547084007316,0.50067183410614,1
0.228693966555157,0.450985380216121,1
0.822505716404479,0.465581541830373,2
0.172436449280603,0.562219826321162,1
0.721183528696915,0.542041362806476,2
0.28425325526191,0.597195348887631,1
0.900285877254132,0.195810306867852,4
0.853480184994538,0.104311724094535,4
0.0757520966464382,0.0673351408174965,3
0.147993416014867,0.448479523877414,1
0.836427960691979,0.44372226457921,2
0.930908160286186,0.102330679752607,4
0.0848247337160895,0.614638880060502,1
0.766622156685019,0.129236638316938,4
0.325491047484626,0.0450049531493292,3
0.930380658296419,0.00443651722261167,4
0.0219552700808147,0.189918312859039,3
0.846827632437341,0.483683355207742,2
0.811293243790126,0.0975314111785219,4
0.819484827599966,0.190094295334457,4
0.268638134288252,0.0282203465503574,3
0.0390738284088969,0.0831096412813553,3
0.108434314256725,0.48367381084375,1
0.955728581437985,0.485570343435771,2
0.742018813164013,0.157106346515599,4
0.329894088392849,0.110486999710958,3
0.106164251141372,0.594607320503688,1
0.321271466109976,0.456629024869019,1
0.987915837997906,0.0467859246921695,4
0.760555507204337,0.0143085279081338,4
0.842226460945497,0.543754709306152,2
0.119173379544653,0.495537820593818,1
0.886777583554509,0.0340368536239586,4
0.191948435023808,0.468893732485495,1
0.172515852225439,0.174226835722565,3
0.712150601127999,0.540818640259928,2
0.0152371455060458,0.0954556594768494,3
0.822712783592606,0.488442317586905,2
0.702644396583953,0.543376640449697,2
0.0616992994475407,0.203434799950921,3
0.8288376097831,0.0452843495777775,4
0.174213037144891,0.595605140674195,1
0.0633102026194807,0.0698935242914622,3
0.165075764443373,0.650066025658914,1
0.829204876803744,0.027406050627876,4
0.805021367893724,0.64627313972698,2
0.203938315562078,0.0253616652443383,3
0.305907986915894,0.558857052108745,1
0.0743928195640412,0.527765692431428,1
0.135945925267796,0.573734759719906,1
0.859621230324091,0.460236327179652,2
0.823764047121671,0.619958921742748,2
0.246542702879838,0.555385879339647,1
0.222203274350851,0.569643082362346,1
0.82063745599615,0.660729172178884,2
0.731081350632292,0.108178103032926,4
0.95641975971358,0.105588150175346,4
0.155357131457798,0.546556121198266,1
0.988364221413789,0.144579800189914,4
0.114267682886459,0.190351098225809,3
0.222766406177883,0.141035984807753,3
0.076006541166472,0.00794310783231217,3
0.984572649579163,0.0559145966047108,4
0.100711880869205,0.0331395629928129,3
0.730215313750209,0.142066098375858,4
0.0928709555570389,0.0389102053543035,3
0.979298364291179,0.655827701972817,2
0.706352843224672,0.211215821496094,4
0.864968441978502,0.499241052252921,2
0.755331220935516,0.449586294944587,2
0.776920105949199,0.00568633408136473,4
0.705834364046031,0.584121933770271,2
0.1922796360764,0.110948939915649,3
